customer_id,as_of_date,region_name,age,age_band,marital_status,customer_tenure_months,multi_policy_flag,num_policies,policy_type,renewal_month,current_premium,premium_last_year,premium_change_pct,num_price_increases_last_3y,coverage_amount,premium_to_coverage_ratio,payment_frequency,autopay_enabled,late_payment_count_12m,missed_payment_flag,payment_method_change_flag,num_claims_12m,num_approved_claims_12m,num_rejected_claims_12m,num_pending_claims_12m,avg_claim_amount,total_claim_amount_12m,total_payout_amount_12m,payout_ratio_12m,avg_settlement_time_days,days_since_last_claim,num_contacts_12m,complaint_flag,complaint_resolution_days,quote_requested_flag,coverage_downgrade_flag,churn_flag,churn_type,churn_probability_true
13085,2025-12-31,Auckland,28,25-34,Married,108,1,4,Health,12,673.24,675.32,0.024,1,171548.12,0.0039245,Annual,1,0,0,0,0,0,0,0,4988.43,0.0,0.0,0.8,17,527,1,0,0,0,0,0,No churn,0.032099
13086,2025-12-31,Auckland,80,75+,Married,31,1,3,Health,12,1666.12,1444.12,0.1755,2,199789.94,0.00833935,Monthly,1,1,0,0,1,1,0,0,1782.04,1782.04,1425.63,0.8,10,214,0,0,0,0,0,0,No churn,0.3457
13087,2025-12-31,Manawatu-Whanganui,66,65-74,Single,72,0,1,Home,10,984.01,927.41,0.0511,1,369136.72,0.00266571,Monthly,0,0,0,0,0,0,0,0,26075.54,0.0,0.0,0.75,30,369,0,0,0,0,0,0,No churn,0.239483
13088,2025-12-31,Otago,53,45-54,Single,11,1,3,Travel,2,160.17,136.11,0.1925,1,12437.29,0.01287847,Monthly,0,0,0,0,0,0,0,0,2176.19,0.0,0.0,0.75,30,1600,2,0,0,1,0,1,Price,0.881279
13089,2025-12-31,Bay of Plenty,63,55-64,Married,65,1,3,Life,4,926.99,895.63,0.0121,2,179265.89,0.00517104,Monthly,0,2,0,0,0,0,0,0,27779.96,0.0,0.0,0.85,30,1239,0,0,0,0,0,0,No churn,0.109913
13090,2025-12-31,Auckland,35,35-44,Married,59,0,1,Auto,1,1162.02,964.05,0.241,3,19670.57,0.05907412,Monthly,0,2,0,0,0,0,0,0,1380.64,0.0,0.0,0.75,30,1144,1,1,18,0,0,1,Price,0.998983
13091,2025-12-31,Manawatu-Whanganui,22,18-24,Single,138,0,1,Auto,6,682.96,644.63,0.076,2,23529.21,0.02902593,Monthly,1,0,0,0,0,0,0,0,20166.63,0.0,0.0,0.75,16,1792,1,0,0,0,0,1,Other,0.325664
13092,2025-12-31,Canterbury,75,75+,Married,28,1,3,Health,10,988.42,1004.28,-0.0517,1,244116.17,0.00404897,Annual,0,1,0,0,1,1,0,0,3030.32,3030.32,2424.26,0.8,20,331,3,0,0,0,0,0,No churn,0.05944
13093,2025-12-31,Auckland,83,75+,Single,115,0,1,Health,12,1740.98,1638.73,0.0535,2,139867.68,0.01244737,Monthly,1,0,0,1,0,0,0,0,4420.84,0.0,0.0,0.8,34,686,0,0,0,0,0,1,Other,0.360575
13094,2025-12-31,Auckland,20,18-24,Single,134,0,1,Home,7,566.25,478.29,0.1894,3,506180.71,0.00111867,Annual,0,0,0,0,0,0,0,0,10513.71,0.0,0.0,0.75,15,1244,0,0,0,0,0,0,No churn,0.41671
13095,2025-12-31,Auckland,21,18-24,Married,117,0,1,Auto,11,459.22,464.27,0.0267,2,24100.22,0.01905478,Annual,1,0,0,0,0,0,0,0,4383.08,0.0,0.0,0.75,12,1354,0,1,19,0,0,1,Service,0.220588
13096,2025-12-31,Auckland,56,55-64,Single,9,0,1,Auto,4,1333.14,1277.43,0.0518,2,15539.5,0.08579052,Monthly,1,1,0,0,0,0,0,0,6207.33,0.0,0.0,0.75,31,665,1,0,0,0,0,1,Other,0.92956
13097,2025-12-31,Auckland,20,18-24,Single,118,0,1,Home,3,727.97,608.42,0.2349,2,412596.02,0.00176436,Monthly,0,1,0,0,0,0,0,0,7445.76,0.0,0.0,0.75,19,1180,2,0,0,0,1,1,Price,0.793113
13098,2025-12-31,Auckland,67,65-74,Married,120,1,2,Auto,12,994.79,1050.63,-0.0305,2,30878.93,0.03221587,Monthly,0,0,0,1,0,0,0,0,7555.92,0.0,0.0,0.75,14,924,1,0,0,0,0,0,No churn,0.042384
13099,2025-12-31,Auckland,82,75+,Single,125,0,1,Travel,3,242.59,233.03,0.0637,3,6288.84,0.03857541,Annual,0,0,0,0,1,1,0,0,2537.91,2537.91,1903.43,0.75,23,145,2,0,0,0,0,0,No churn,0.251793
13100,2025-12-31,Auckland,37,35-44,Single,76,0,1,Life,12,1097.47,1172.37,-0.07,1,2000.0,0.54873264,Monthly,1,0,0,0,0,0,0,0,31476.02,0.0,0.0,0.85,23,1086,1,0,0,0,0,1,Other,0.140291
13101,2025-12-31,Wellington,38,35-44,Married,39,1,3,Home,12,656.33,595.83,0.0978,1,505633.79,0.00129804,Annual,1,0,0,0,0,0,0,0,4384.97,0.0,0.0,0.75,21,1656,0,0,0,0,0,0,No churn,0.043734
13102,2025-12-31,Bay of Plenty,76,75+,Single,28,0,1,Home,2,1036.37,1129.49,-0.0651,1,386590.25,0.00268079,Monthly,0,0,0,0,0,0,0,0,10953.7,0.0,0.0,0.75,17,991,3,0,0,0,0,0,No churn,0.243912
13103,2025-12-31,Auckland,42,35-44,Single,28,0,1,Auto,7,1268.85,1185.26,0.0568,2,38883.05,0.03263239,Monthly,0,1,0,0,1,1,0,0,1813.71,1813.71,1360.28,0.75,29,282,2,0,0,0,0,1,Other,0.339457
13104,2025-12-31,Otago,34,25-34,Married,151,0,1,Health,12,982.27,938.37,0.0567,2,45168.51,0.02174685,Monthly,1,0,0,0,0,0,0,0,4966.12,0.0,0.0,0.8,27,786,0,0,0,0,0,0,No churn,0.246226
13105,2025-12-31,Otago,23,18-24,Married,7,0,1,Health,4,931.25,923.3,0.0202,1,148367.62,0.00627663,Monthly,1,0,0,0,0,0,0,0,2375.02,0.0,0.0,0.8,17,1582,0,0,0,0,0,0,No churn,0.358669
13106,2025-12-31,Canterbury,75,75+,Married,165,1,2,Travel,12,235.85,242.22,-0.0481,1,30630.01,0.00770007,Monthly,0,0,0,0,0,0,0,0,792.68,0.0,0.0,0.75,22,1220,0,0,0,0,0,0,No churn,0.052915
13107,2025-12-31,Wellington,80,75+,Single,37,0,1,Travel,8,252.86,272.21,-0.0674,1,17382.03,0.01454706,Monthly,0,0,0,0,0,0,0,0,4010.7,0.0,0.0,0.75,23,1366,0,0,0,0,0,1,Other,0.238175
13108,2025-12-31,Wellington,23,18-24,Married,49,1,3,Travel,2,120.0,107.68,0.1057,1,22386.96,0.00536026,Monthly,0,1,0,0,0,0,0,0,2446.58,0.0,0.0,0.75,16,857,0,0,0,0,0,0,No churn,0.175763
13109,2025-12-31,Bay of Plenty,72,65-74,Married,28,0,1,Health,5,1560.73,1366.03,0.1396,2,53934.76,0.0289374,Monthly,1,1,0,1,0,0,0,0,3836.25,0.0,0.0,0.8,18,1484,2,0,0,0,0,0,No churn,0.60195
13110,2025-12-31,Manawatu-Whanganui,28,25-34,Single,95,0,1,Health,6,1094.99,1201.14,-0.089,1,166911.76,0.00656027,Monthly,1,0,0,1,0,0,0,0,7194.52,0.0,0.0,0.8,16,960,1,0,0,0,0,0,No churn,0.179628
13111,2025-12-31,Waikato,27,25-34,Single,50,1,2,Home,2,704.8,634.06,0.114,3,498823.4,0.00141292,Monthly,0,0,0,0,0,0,0,0,14695.61,0.0,0.0,0.75,17,480,1,0,0,0,0,0,No churn,0.111869
13112,2025-12-31,Bay of Plenty,43,35-44,Married,112,1,2,Home,7,781.23,709.21,0.0876,2,615257.68,0.00126976,Monthly,1,0,0,0,1,1,0,0,20383.5,20383.5,15287.62,0.75,16,160,3,0,0,1,1,0,No churn,0.126342
13113,2025-12-31,Otago,47,45-54,Single,114,0,1,Home,9,1151.03,1002.77,0.1456,2,398842.65,0.00288592,Annual,1,1,0,1,0,0,0,0,27022.19,0.0,0.0,0.75,17,1661,1,0,0,1,0,0,No churn,0.434169
13114,2025-12-31,Waikato,76,75+,Married,122,1,2,Life,4,1413.76,1336.97,0.0707,2,652622.46,0.00216627,Monthly,1,0,0,0,0,0,0,0,26478.68,0.0,0.0,0.85,4,505,0,0,0,0,0,0,No churn,0.096369
13115,2025-12-31,Auckland,65,65-74,Single,76,0,1,Auto,10,599.07,512.73,0.1814,1,13314.98,0.04499191,Annual,1,1,0,0,1,1,0,0,4852.39,4852.39,3639.29,0.75,14,153,2,1,6,0,0,0,No churn,0.988257
13116,2025-12-31,Wellington,27,25-34,Single,127,1,2,Health,2,1023.15,850.01,0.179,3,180457.58,0.00566973,Monthly,1,0,0,0,0,0,0,0,16340.01,0.0,0.0,0.8,1,1669,2,0,0,0,0,0,No churn,0.173142
13117,2025-12-31,Auckland,57,55-64,Married,13,0,1,Auto,7,1175.9,1010.82,0.1582,1,4674.31,0.25156645,Monthly,1,1,0,0,0,0,0,0,2556.05,0.0,0.0,0.75,22,682,1,0,0,0,0,1,Price,0.638102
13118,2025-12-31,Otago,77,75+,Married,8,0,1,Home,5,426.0,462.2,-0.0754,1,530419.63,0.00080314,Monthly,0,2,0,0,0,0,0,0,7108.02,0.0,0.0,0.75,16,1158,2,0,0,0,0,0,No churn,0.589023
13119,2025-12-31,Auckland,63,55-64,Single,91,0,1,Health,1,1844.88,1865.25,-0.0257,1,178464.93,0.01033748,Annual,0,0,0,0,0,0,0,0,7003.39,0.0,0.0,0.8,21,753,0,0,0,0,0,0,No churn,0.097328
13120,2025-12-31,Waikato,33,25-34,Married,102,1,2,Home,7,714.18,621.24,0.1568,2,460906.44,0.00154952,Monthly,1,1,0,0,1,1,0,0,10949.28,10949.28,8211.96,0.75,14,362,1,0,0,0,0,0,No churn,0.208964
13121,2025-12-31,Wellington,26,25-34,Married,74,1,4,Home,12,942.97,849.3,0.1037,2,641960.95,0.00146888,Monthly,1,1,0,1,0,0,0,0,9697.03,0.0,0.0,0.75,13,1581,1,1,14,0,0,1,Service,0.952109
13122,2025-12-31,Auckland,48,45-54,Single,83,0,1,Travel,3,210.12,190.42,0.1193,2,2000.0,0.10505922,Monthly,0,0,0,0,0,0,0,0,4442.29,0.0,0.0,0.75,26,1784,0,0,0,0,0,0,No churn,0.30277
13123,2025-12-31,Bay of Plenty,50,45-54,Married,178,0,1,Health,10,1447.63,1272.66,0.1582,2,139058.69,0.01041023,Monthly,1,0,0,0,0,0,0,0,3301.72,0.0,0.0,0.8,12,558,3,0,0,0,0,0,No churn,0.373071
13124,2025-12-31,Wellington,41,35-44,Married,59,0,1,Auto,12,1384.85,1478.53,-0.0606,0,29973.55,0.04620249,Annual,1,1,0,0,1,0,1,0,5040.37,5040.37,3024.22,0.6,26,42,0,0,0,0,0,1,Claims,0.516057
13125,2025-12-31,Auckland,25,25-34,Single,80,0,1,Home,1,974.23,1069.31,-0.0911,2,766974.62,0.00127022,Monthly,0,0,0,0,0,0,0,0,6657.67,0.0,0.0,0.75,26,637,2,0,0,0,0,0,No churn,0.188971
13126,2025-12-31,Canterbury,26,25-34,Married,62,0,1,Auto,6,517.48,524.3,-0.0065,0,21765.97,0.02377468,Annual,1,1,0,0,0,0,0,0,1601.83,0.0,0.0,0.75,16,1680,2,0,0,0,0,0,No churn,0.177329
13127,2025-12-31,Auckland,53,45-54,Married,127,1,4,Auto,4,576.89,583.76,-0.009,1,30015.77,0.01921964,Annual,1,0,0,0,0,0,0,0,2613.53,0.0,0.0,0.75,1,1328,0,0,0,0,0,0,No churn,0.019592
13128,2025-12-31,Auckland,82,75+,Married,97,0,1,Home,8,597.09,593.18,0.01,2,365308.01,0.00163448,Monthly,1,1,0,0,0,0,0,0,6049.04,0.0,0.0,0.75,12,1087,2,0,0,0,0,0,No churn,0.380206
13129,2025-12-31,Auckland,58,55-64,Single,112,0,1,Home,11,1381.37,1264.65,0.0873,2,476432.51,0.0028994,Monthly,1,0,0,1,0,0,0,0,5155.57,0.0,0.0,0.75,12,544,0,0,0,0,0,0,No churn,0.26819
13130,2025-12-31,Manawatu-Whanganui,47,45-54,Married,38,0,1,Auto,1,807.01,819.93,-0.0338,1,29154.71,0.02768021,Annual,1,0,0,0,0,0,0,0,2104.29,0.0,0.0,0.75,14,1219,0,0,0,0,0,0,No churn,0.082681
13131,2025-12-31,Otago,81,75+,Married,102,0,1,Auto,12,862.81,777.34,0.1132,3,25612.65,0.03368704,Annual,1,0,0,0,0,0,0,0,10432.2,0.0,0.0,0.75,15,825,2,0,0,0,0,0,No churn,0.326991
13132,2025-12-31,Bay of Plenty,64,55-64,Single,25,1,2,Travel,1,304.47,266.58,0.1717,2,17811.52,0.01709381,Monthly,1,3,0,0,0,0,0,0,1464.83,0.0,0.0,0.75,31,608,0,0,0,1,0,0,No churn,0.601478
13133,2025-12-31,Canterbury,66,65-74,Married,29,0,1,Home,10,1415.28,1364.36,0.0456,2,529897.0,0.00267087,Monthly,1,1,0,0,0,0,0,0,3737.15,0.0,0.0,0.75,8,1124,1,0,0,0,0,0,No churn,0.367843
13134,2025-12-31,Canterbury,57,55-64,Married,28,0,1,Life,5,1363.95,1499.02,-0.1272,0,447413.36,0.00304852,Annual,1,0,0,0,0,0,0,0,9051.45,0.0,0.0,0.85,22,598,2,0,0,0,0,0,No churn,0.104437
13135,2025-12-31,Auckland,69,65-74,Single,49,0,1,Health,11,1255.06,1163.89,0.1236,1,150819.95,0.00832161,Monthly,1,3,0,0,0,0,0,0,8466.91,0.0,0.0,0.8,30,516,0,0,0,1,0,1,Price,0.810041
13136,2025-12-31,Canterbury,52,45-54,Single,151,0,1,Life,2,920.93,856.39,0.0749,1,257278.72,0.0035795,Monthly,0,1,0,0,0,0,0,0,9161.4,0.0,0.0,0.85,14,798,1,0,0,0,0,0,No churn,0.338398
13137,2025-12-31,Canterbury,60,55-64,Married,32,0,1,Auto,3,857.5,804.58,0.0623,1,24868.87,0.03448104,Monthly,1,1,0,0,0,0,0,0,3424.6,0.0,0.0,0.75,24,435,1,0,0,0,0,0,No churn,0.357184
13138,2025-12-31,Otago,59,55-64,Married,78,1,3,Auto,11,793.86,718.49,0.0834,1,19501.78,0.04070711,Monthly,0,0,0,0,0,0,0,0,6955.69,0.0,0.0,0.75,19,1199,4,0,0,0,0,0,No churn,0.071652
13139,2025-12-31,Bay of Plenty,69,65-74,Single,103,0,1,Auto,4,980.13,919.57,0.0284,2,39481.62,0.02482493,Monthly,1,0,0,0,0,0,0,0,2573.78,0.0,0.0,0.75,15,521,0,0,0,0,1,1,Other,0.269798
13140,2025-12-31,Otago,79,75+,Single,48,0,1,Auto,9,1691.56,1489.4,0.1301,3,10958.16,0.15436546,Monthly,1,1,0,0,1,1,0,0,2115.17,2115.17,1586.38,0.75,20,40,4,0,0,1,0,0,No churn,0.693906
13141,2025-12-31,Manawatu-Whanganui,38,35-44,Single,60,0,1,Auto,1,871.73,864.47,0.0037,2,27084.4,0.03218568,Monthly,1,0,0,0,1,1,0,0,2242.28,2242.28,1681.71,0.75,13,269,3,0,0,0,0,0,No churn,0.143289
13142,2025-12-31,Bay of Plenty,65,65-74,Married,13,1,3,Auto,10,801.67,720.75,0.1189,3,43500.78,0.01842896,Monthly,1,0,0,0,0,0,0,0,1068.29,0.0,0.0,0.75,11,747,1,0,0,0,0,0,No churn,0.162088
13143,2025-12-31,Auckland,20,18-24,Single,124,1,4,Health,5,1034.68,1078.95,-0.0157,1,117525.74,0.00880389,Annual,1,0,0,0,1,1,0,0,2987.89,2987.89,2390.31,0.8,30,157,1,0,0,0,1,0,No churn,0.041063
13144,2025-12-31,Auckland,54,45-54,Married,158,0,1,Home,5,650.53,530.46,0.2354,3,486149.71,0.00133813,Annual,1,0,0,0,0,0,0,0,3294.96,0.0,0.0,0.75,30,400,3,1,13,0,0,1,Price,0.984492
13145,2025-12-31,Wellington,79,75+,Single,46,1,4,Health,7,825.64,773.35,0.0807,2,39335.06,0.02098985,Monthly,1,0,0,1,0,0,0,0,5297.79,0.0,0.0,0.8,23,1074,1,0,0,0,1,0,No churn,0.146036
13146,2025-12-31,Auckland,61,55-64,Married,170,0,1,Life,4,1162.02,1013.4,0.1336,3,431742.17,0.00269146,Annual,1,0,0,0,0,0,0,0,3344.83,0.0,0.0,0.85,18,784,3,0,0,0,0,0,No churn,0.242002
13147,2025-12-31,Bay of Plenty,36,35-44,Married,74,0,1,Auto,6,477.13,438.06,0.0679,2,21386.75,0.02230979,Monthly,1,0,0,0,0,0,0,0,2978.62,0.0,0.0,0.75,15,682,1,0,0,0,0,0,No churn,0.228799
13148,2025-12-31,Wellington,59,55-64,Married,134,0,1,Travel,1,120.0,118.57,0.0331,2,9268.78,0.01294668,Monthly,1,0,0,0,0,0,0,0,3821.08,0.0,0.0,0.75,17,568,0,0,0,0,0,0,No churn,0.190375
13149,2025-12-31,Auckland,42,35-44,Single,169,1,4,Health,8,1548.23,1544.96,-0.0057,1,186691.16,0.00829301,Monthly,0,1,0,0,0,0,0,0,3834.93,0.0,0.0,0.8,19,669,0,0,0,0,0,0,No churn,0.053168
13150,2025-12-31,Wellington,47,45-54,Married,151,1,2,Travel,7,227.23,226.92,-0.0081,1,11425.34,0.01988833,Monthly,1,0,0,0,0,0,0,0,5699.12,0.0,0.0,0.75,21,1676,2,0,0,0,0,0,No churn,0.032721
13151,2025-12-31,Canterbury,33,25-34,Single,95,1,3,Auto,1,1032.12,963.41,0.0693,2,27245.65,0.03788201,Monthly,0,1,0,1,0,0,0,0,9156.15,0.0,0.0,0.75,12,1368,2,0,0,0,0,0,No churn,0.11554
13152,2025-12-31,Wellington,60,55-64,Single,26,0,1,Home,11,888.52,944.67,-0.0683,0,465463.03,0.0019089,Monthly,1,0,0,0,0,0,0,0,18993.48,0.0,0.0,0.75,36,1481,1,0,0,0,0,1,Other,0.182618
13153,2025-12-31,Auckland,31,25-34,Married,77,0,1,Auto,8,1297.58,1269.0,0.0289,2,22362.62,0.05802466,Monthly,1,0,0,0,0,0,0,0,2004.11,0.0,0.0,0.75,14,1180,1,0,0,0,1,0,No churn,0.26203
13154,2025-12-31,Wellington,48,45-54,Married,58,0,1,Auto,9,1171.5,1269.37,-0.0934,1,27919.81,0.0419595,Monthly,1,0,0,1,0,0,0,0,4336.74,0.0,0.0,0.75,19,1819,2,0,0,0,1,0,No churn,0.17312
13155,2025-12-31,Auckland,81,75+,Married,54,0,1,Auto,11,909.55,778.14,0.15,1,26017.23,0.03495935,Monthly,0,0,0,0,0,0,0,0,6055.38,0.0,0.0,0.75,21,1800,1,0,0,1,0,1,Price,0.634063
13156,2025-12-31,Wellington,69,65-74,Single,20,1,3,Auto,6,1362.92,1244.71,0.1179,3,26608.53,0.05122112,Annual,0,1,0,1,0,0,0,0,1946.31,0.0,0.0,0.75,21,856,1,0,0,0,0,1,Other,0.146163
13157,2025-12-31,Waikato,46,45-54,Married,110,1,4,Home,4,927.8,900.53,0.0564,2,414937.09,0.00223601,Monthly,0,0,0,0,0,0,0,0,8254.54,0.0,0.0,0.75,28,453,1,0,0,0,0,0,No churn,0.052304
13158,2025-12-31,Bay of Plenty,83,75+,Single,83,1,2,Life,4,924.21,830.41,0.13,2,424794.88,0.00217566,Monthly,1,0,0,0,0,0,0,0,28998.83,0.0,0.0,0.85,13,1515,2,0,0,0,0,0,No churn,0.184641
13159,2025-12-31,Auckland,18,18-24,Married,36,0,1,Auto,5,1142.79,1046.07,0.1119,3,37242.38,0.03068518,Annual,1,0,0,0,0,0,0,0,1832.52,0.0,0.0,0.75,23,724,0,0,0,0,0,0,No churn,0.292804
13160,2025-12-31,Manawatu-Whanganui,83,75+,Single,65,0,1,Auto,9,761.54,720.7,0.0825,2,20607.32,0.03695503,Monthly,1,3,0,0,1,1,0,0,3177.73,3177.73,2383.3,0.75,21,207,1,0,0,0,0,1,Other,0.76534
13161,2025-12-31,Wellington,41,35-44,Married,13,0,1,Auto,8,1092.93,965.53,0.1262,3,29668.32,0.03683817,Annual,1,0,0,0,0,0,0,0,1623.54,0.0,0.0,0.75,45,1808,1,0,0,0,0,0,No churn,0.305834
13162,2025-12-31,Bay of Plenty,73,65-74,Married,121,1,4,Health,10,1338.37,1364.48,-0.0301,2,174880.04,0.00765306,Monthly,1,0,0,0,0,0,0,0,4804.89,0.0,0.0,0.8,24,963,2,0,0,0,0,0,No churn,0.049752
13163,2025-12-31,Waikato,82,75+,Single,112,0,1,Home,12,934.86,861.42,0.0875,1,300450.25,0.00311151,Monthly,1,1,0,0,0,0,0,0,3429.69,0.0,0.0,0.75,26,1632,0,0,0,0,0,0,No churn,0.543317
13164,2025-12-31,Otago,58,55-64,Married,106,1,3,Health,10,604.77,520.94,0.1864,1,137383.81,0.00440204,Monthly,1,1,0,0,0,0,0,0,3421.75,0.0,0.0,0.8,23,1499,2,0,0,1,0,1,Price,0.301777
13165,2025-12-31,Auckland,59,55-64,Married,157,1,2,Health,7,1341.18,1362.19,-0.0,2,164649.0,0.00814571,Annual,1,0,0,0,0,0,0,0,4136.8,0.0,0.0,0.8,18,436,1,0,0,0,0,0,No churn,0.021063
13166,2025-12-31,Auckland,68,65-74,Married,147,0,1,Health,10,1088.89,1063.74,0.0258,1,145498.0,0.00748388,Annual,1,0,0,0,0,0,0,0,3840.6,0.0,0.0,0.8,17,463,0,0,0,1,0,1,Other,0.18787
13167,2025-12-31,Auckland,34,25-34,Married,160,1,3,Auto,8,736.79,689.67,0.0483,2,33237.37,0.02216749,Monthly,1,0,0,0,1,0,1,0,4602.88,4602.88,2761.73,0.6,23,287,1,0,0,0,0,1,Claims,0.316454
13168,2025-12-31,Auckland,30,25-34,Single,141,0,1,Auto,10,544.43,451.87,0.214,2,33963.2,0.01603004,Annual,1,0,0,0,0,0,0,0,2466.88,0.0,0.0,0.75,15,849,0,0,0,1,0,1,Price,0.510694
13169,2025-12-31,Waikato,41,35-44,Single,122,0,1,Health,4,1636.33,1389.98,0.2,1,249918.27,0.00654747,Monthly,1,0,0,0,0,0,0,0,1504.33,0.0,0.0,0.8,13,1454,3,0,0,0,0,0,No churn,0.448642
13170,2025-12-31,Canterbury,50,45-54,Single,38,0,1,Home,2,666.38,642.24,0.0022,2,486000.37,0.00137115,Monthly,0,0,0,1,0,0,0,0,5384.45,0.0,0.0,0.75,20,682,2,0,0,0,0,0,No churn,0.139982
13171,2025-12-31,Waikato,68,65-74,Married,64,0,1,Auto,6,1275.38,1464.72,-0.031,1,30745.78,0.04148157,Annual,1,2,0,0,0,0,0,0,3135.18,0.0,0.0,0.75,21,749,0,0,0,0,0,1,Other,0.248903
13172,2025-12-31,Manawatu-Whanganui,35,35-44,Single,97,1,3,Home,11,558.76,499.38,0.119,2,436255.65,0.00128081,Monthly,1,0,0,0,0,0,0,0,19802.47,0.0,0.0,0.75,29,894,1,0,0,0,0,0,No churn,0.089033
13173,2025-12-31,Auckland,56,55-64,Married,41,0,1,Health,2,1608.92,1423.08,0.1147,2,110736.03,0.01452932,Monthly,1,1,0,0,0,0,0,0,3240.63,0.0,0.0,0.8,17,1069,1,0,0,0,0,0,No churn,0.424625
13174,2025-12-31,Auckland,18,18-24,Married,38,1,2,Auto,7,1002.21,1115.29,-0.0907,1,24708.27,0.04056172,Monthly,0,1,0,0,0,0,0,0,3647.99,0.0,0.0,0.75,10,1796,0,0,0,0,0,0,No churn,0.090424
13175,2025-12-31,Auckland,20,18-24,Married,119,0,1,Home,7,753.38,766.83,-0.0289,2,200155.98,0.00376396,Monthly,1,0,0,0,0,0,0,0,4400.1,0.0,0.0,0.75,20,1322,1,0,0,0,0,0,No churn,0.209042
13176,2025-12-31,Waikato,83,75+,Single,133,0,1,Home,8,831.51,818.54,-0.0224,1,680389.58,0.00122211,Annual,1,0,0,0,0,0,0,0,6393.79,0.0,0.0,0.75,16,1461,0,0,0,0,0,0,No churn,0.167972
13177,2025-12-31,Auckland,75,75+,Married,98,1,3,Health,3,2276.24,2031.32,0.0894,2,185778.99,0.01225243,Monthly,0,0,0,0,0,0,0,0,5002.77,0.0,0.0,0.8,14,1683,0,0,0,0,0,0,No churn,0.107397
13178,2025-12-31,Wellington,76,75+,Single,15,0,1,Home,10,1006.51,999.07,-0.02,0,525478.01,0.00191543,Monthly,0,2,0,0,0,0,0,0,12948.99,0.0,0.0,0.75,10,1789,2,0,0,1,0,1,Other,0.642871
13179,2025-12-31,Canterbury,40,35-44,Married,100,0,1,Home,1,989.84,917.02,0.0758,2,493501.61,0.00200575,Monthly,1,1,0,1,0,0,0,0,8858.56,0.0,0.0,0.75,34,511,0,0,0,0,0,0,No churn,0.337152
13180,2025-12-31,Auckland,52,45-54,Single,159,0,1,Auto,1,1480.77,1455.27,-0.0008,2,11049.19,0.13401661,Monthly,1,1,0,0,1,1,0,0,1919.21,1919.21,1439.41,0.75,23,5,2,0,0,0,0,1,Other,0.211273
13181,2025-12-31,Manawatu-Whanganui,63,55-64,Single,78,0,1,Home,9,835.87,778.24,0.0491,2,401498.04,0.00208187,Monthly,0,0,0,0,0,0,0,0,12168.83,0.0,0.0,0.75,21,1487,1,0,0,1,0,0,No churn,0.306242
13182,2025-12-31,Manawatu-Whanganui,35,35-44,Married,49,0,1,Auto,9,1057.77,882.84,0.1742,2,35423.5,0.02986076,Monthly,1,1,0,0,0,0,0,0,5198.71,0.0,0.0,0.75,14,709,1,0,0,0,0,1,Price,0.537482
13183,2025-12-31,Otago,68,65-74,Single,47,0,1,Auto,5,604.71,578.39,0.0463,2,32956.69,0.0183486,Monthly,1,0,0,0,1,1,0,0,2452.0,2452.0,1839.0,0.75,30,61,2,0,0,0,1,1,Other,0.295911
13184,2025-12-31,Canterbury,65,65-74,Single,79,0,1,Auto,4,1007.79,904.16,0.101,2,9419.12,0.10699358,Monthly,1,1,0,0,0,0,0,0,3354.45,0.0,0.0,0.75,32,1074,1,0,0,0,0,0,No churn,0.435718
13185,2025-12-31,Canterbury,45,45-54,Single,149,0,1,Health,3,1162.92,1095.46,0.0649,2,116988.96,0.00994038,Monthly,0,0,0,0,0,0,0,0,6188.13,0.0,0.0,0.8,22,1148,0,0,0,0,0,1,Other,0.216705
13186,2025-12-31,Auckland,47,45-54,Single,132,1,4,Health,9,1464.82,1348.29,0.0985,2,169092.74,0.00866282,Monthly,1,0,0,0,1,1,0,0,3298.19,3298.19,2638.55,0.8,25,267,2,0,0,0,0,0,No churn,0.072787
13187,2025-12-31,Otago,38,35-44,Married,168,0,1,Auto,7,974.71,960.67,-0.0236,1,11771.9,0.08280013,Monthly,1,1,0,0,0,0,0,0,5601.1,0.0,0.0,0.75,12,580,1,0,0,0,0,1,Other,0.211273
13188,2025-12-31,Auckland,72,65-74,Single,121,0,1,Life,7,1516.05,1382.09,0.1208,1,639798.15,0.00236958,Monthly,0,0,0,0,0,0,0,0,7507.13,0.0,0.0,0.85,26,1473,1,0,0,1,1,0,No churn,0.569886
13189,2025-12-31,Canterbury,85,75+,Single,2,0,1,Health,2,1917.85,1675.93,0.1702,3,174303.19,0.01100298,Monthly,1,2,0,1,0,0,0,0,9901.76,0.0,0.0,0.8,28,850,0,1,18,0,0,1,Price,0.999979
13190,2025-12-31,Auckland,85,75+,Married,87,0,1,Life,7,1322.4,1203.57,0.0869,1,390503.87,0.0033864,Annual,0,0,0,0,0,0,0,0,4670.97,0.0,0.0,0.85,15,1737,0,0,0,0,0,0,No churn,0.317408
13191,2025-12-31,Otago,70,65-74,Single,113,0,1,Health,9,2089.88,1820.23,0.1583,1,178632.67,0.01169933,Monthly,0,0,0,0,1,1,0,0,2528.87,2528.87,2023.1,0.8,21,324,2,0,0,1,0,0,No churn,0.559141
13192,2025-12-31,Canterbury,41,35-44,Single,171,1,3,Auto,3,829.42,749.2,0.0949,2,28110.34,0.02950575,Monthly,0,1,0,0,0,0,0,0,5352.21,0.0,0.0,0.75,19,1761,0,0,0,0,0,0,No churn,0.112684
